0,112.5,70,172,5.4,95,95,
0.05,114.596,67.6502,170.514,9.28852,94.8302,97.3157,
0.1,120.237,61.3341,166.453,19.6955,94.381,103.427,
0.15,128.453,52.151,160.411,34.733,93.7429,105,
0.2,138.272,41.2007,152.982,52.5133,93.0066,105,
0.25,148.724,29.5827,144.761,71.1483,92.2624,105,
0.3,158.838,18.3967,136.34,88.7502,91.601,105,
0.35,167.644,8.74217,128.316,103.431,91.1128,105,
0.4,174.17,1.71874,121.281,113.303,90.8883,105,
0.45,177.729,0,115.777,116.957,90.984,105,
0.5,178.77,0,112.137,114.896,91.3202,105,
0.55,178.025,0,110.64,108.104,91.7832,105,
0.6,176.224,0.89064,111.566,97.5621,92.2592,105,
0.65,174.101,3.46558,115.196,84.2535,92.6344,105,
0.7,172.387,5.40826,121.806,69.1612,92.795,105,
0.75,171.64,6.06226,131.377,53.2922,92.6646,99.7087,
0.8,171.724,5.63864,142.667,37.7584,92.3144,95.4763,
0.85,172.328,4.56493,154.134,23.6971,91.8531,92.8743,
0.9,173.144,3.26868,164.235,12.2455,91.3893,91.5065,
0.95,173.861,2.1774,171.427,4.54054,91.0313,90.9764,
1,174.169,1.71864,174.167,1.71957,90.8879,90.8879,
